Categories,Average_Position,Clicks,Money_Spent,Channel,Location,Prospects,Paid,Total,Day,Month,Year
Dance Studio,8.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,4,Feb,2021
Fitness,24.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,4,Feb,2021
Fitness,11.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,4,Feb,2021
Fitness,35.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,4,Feb,2021
Membership Management,51.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,4,Feb,2021
Membership Management,1.0,1.0,10.5,Capterra,Singapore,0.0,0,-10.5,4,Feb,2021
Membership Management,12.0,2.0,22.5,GetApp,USA,0.0,0,-22.5,4,Feb,2021
Parks and Recreation,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,4,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,4,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,4,Feb,2021
Reservations,10.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,4,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,4,Feb,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,4,Feb,2021
Scheduling,9.88,8.0,54.0,Capterra,UK,0.0,0,-54.0,4,Feb,2021
Class Registration,1.0,1.0,2.0,Software Advice,Singapore,0.0,0,-2.0,5,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,5,Feb,2021
Coaching,12.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,5,Feb,2021
Dance Studio,23.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,5,Feb,2021
Membership Management,65.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,5,Feb,2021
Membership Management,4.0,2.0,20.5,GetApp,UK,0.0,0,-20.5,5,Feb,2021
Membership Management,12.0,2.0,22.5,GetApp,USA,0.0,0,-22.5,5,Feb,2021
Parks and Recreation,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,5,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,5,Feb,2021
Parks and Recreation,9.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,5,Feb,2021
Reservations,20.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,5,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,5,Feb,2021
Reservations,10.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,5,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,5,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,5,Feb,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,5,Feb,2021
Scheduling,10.0,6.0,40.5,Capterra,UK,0.0,0,-40.5,5,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,6,Feb,2021
Membership Management,11.0,1.0,11.25,GetApp,USA,0.0,0,-11.25,6,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,6,Feb,2021
Reservations,10.0,4.0,41.0,Capterra,USA,0.0,0,-41.0,6,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,6,Feb,2021
Scheduling,10.0,6.0,40.5,Capterra,UK,0.0,0,-40.5,6,Feb,2021
Class Registration,7.0,2.0,4.0,Capterra,Australia,0.0,0,-4.0,7,Feb,2021
Class Registration,6.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,7,Feb,2021
Class Registration,2.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,7,Feb,2021
Coaching,6.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,7,Feb,2021
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,7,Feb,2021
Fitness,11.0,2.0,23.5,Capterra,USA,0.0,0,-23.5,7,Feb,2021
Membership Management,10.0,5.0,65.0,Capterra,UK,0.0,0,-65.0,7,Feb,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,7,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,7,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,7,Feb,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,7,Feb,2021
Scheduling,10.0,4.0,27.0,Capterra,UK,0.0,0,-27.0,7,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,8,Feb,2021
Membership Management,12.0,1.0,11.25,GetApp,USA,0.0,0,-11.25,8,Feb,2021
Membership Management,17.0,1.0,10.0,Capterra,USA,0.0,0,-10.0,8,Feb,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,8,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,8,Feb,2021
Reservations,10.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,8,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,8,Feb,2021
Scheduling,1.0,1.0,5.5,Capterra,Singapore,0.0,0,-5.5,8,Feb,2021
Scheduling,10.0,3.0,20.25,Capterra,UK,0.0,0,-20.25,8,Feb,2021
Scheduling,10.0,2.0,19.0,Capterra,USA,0.0,0,-19.0,8,Feb,2021
Class Registration,7.0,2.0,4.0,Capterra,Australia,0.0,0,-4.0,9,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,9,Feb,2021
Coaching,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,9,Feb,2021
Coaching,10.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,9,Feb,2021
Fitness,23.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,9,Feb,2021
Membership Management,1.0,1.0,10.5,Capterra,Singapore,0.0,0,-10.5,9,Feb,2021
Membership Management,12.0,1.0,11.25,GetApp,USA,0.0,0,-11.25,9,Feb,2021
Membership Management,17.0,1.0,10.0,Capterra,USA,0.0,0,-10.0,9,Feb,2021
Membership Management,4.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,9,Feb,2021
Membership Management,9.0,2.0,26.0,Capterra,UK,0.0,0,-26.0,9,Feb,2021
Membership Management,11.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,9,Feb,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,9,Feb,2021
Reservations,1.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,9,Feb,2021
Reservations,5.0,3.0,31.5,GetApp,USA,1.0,0,-31.5,9,Feb,2021
Reservations,13.5,2.0,20.5,Capterra,USA,0.0,0,-20.5,9,Feb,2021
Reservations,9.0,2.0,8.5,GetApp,UK,0.0,0,-8.5,9,Feb,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,9,Feb,2021
Scheduling,8.33,6.0,40.5,Capterra,UK,0.0,0,-40.5,9,Feb,2021
Scheduling,10.0,2.0,19.0,Capterra,USA,0.0,0,-19.0,9,Feb,2021
Class Registration,2.0,2.0,18.5,Capterra,Canada,0.0,0,-18.5,10,Feb,2021
Class Registration,17.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,10,Feb,2021
Class Registration,7.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,10,Feb,2021
Membership Management,31.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,10,Feb,2021
Membership Management,25.0,1.0,13.0,Capterra,USA,0.0,0,-13.0,10,Feb,2021
Membership Management,11.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,10,Feb,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,10,Feb,2021
Scheduling,44.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,10,Feb,2021
Scheduling,51.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,10,Feb,2021
Scheduling,1.0,6.0,33.0,Capterra,Singapore,0.0,0,-33.0,10,Feb,2021
Scheduling,43.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,10,Feb,2021
Scheduling,7.33,3.0,20.25,Capterra,UK,0.0,0,-20.25,10,Feb,2021
Scheduling,10.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,10,Feb,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,11,Feb,2021
Class Registration,7.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,11,Feb,2021
Coaching,10.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,11,Feb,2021
Membership Management,14.0,1.0,10.0,Capterra,UK,0.0,0,-10.0,11,Feb,2021
Membership Management,11.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,11,Feb,2021
Parks and Recreation,15.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,11,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,11,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,11,Feb,2021
Reservations,10.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,11,Feb,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,11,Feb,2021
Scheduling,7.78,9.0,60.75,Capterra,UK,0.0,0,-60.75,11,Feb,2021
Scheduling,8.89,19.0,194.25,Capterra,USA,0.0,0,-194.25,11,Feb,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,12,Feb,2021
Class Registration,6.5,2.0,21.0,Capterra,USA,0.0,0,-21.0,12,Feb,2021
Class Registration,4.0,1.0,10.5,Software Advice,USA,0.0,0,-10.5,12,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,12,Feb,2021
Fitness,24.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,12,Feb,2021
Membership Management,2.0,3.0,36.0,GetApp,UK,0.0,0,-36.0,12,Feb,2021
Membership Management,9.0,1.0,13.0,Capterra,USA,0.0,0,-13.0,12,Feb,2021
Membership Management,11.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,12,Feb,2021
Membership Management,14.0,1.0,10.0,Capterra,UK,0.0,0,-10.0,12,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,12,Feb,2021
Scheduling,6.25,8.0,54.0,Capterra,UK,0.0,0,-54.0,12,Feb,2021
Scheduling,9.33,24.0,239.5,Capterra,USA,0.0,0,-239.5,12,Feb,2021
Fitness,23.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,13,Feb,2021
Membership Management,2.0,2.0,24.0,GetApp,UK,0.0,0,-24.0,13,Feb,2021
Membership Management,24.0,2.0,26.0,Capterra,USA,0.0,0,-26.0,13,Feb,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,13,Feb,2021
Reservations,1.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,13,Feb,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,13,Feb,2021
Scheduling,9.55,11.0,107.25,Capterra,USA,0.0,0,-107.25,13,Feb,2021
Scheduling,5.0,4.0,27.0,Capterra,UK,0.0,0,-27.0,13,Feb,2021
Class Registration,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,14,Feb,2021
Membership Management,46.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,14,Feb,2021
Membership Management,2.0,1.0,12.0,GetApp,UK,0.0,0,-12.0,14,Feb,2021
Membership Management,23.0,1.0,13.0,Capterra,USA,0.0,0,-13.0,14,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,14,Feb,2021
Reservations,5.0,4.0,42.0,GetApp,USA,0.0,0,-42.0,14,Feb,2021
Scheduling,1.0,6.0,33.0,Capterra,Singapore,0.0,0,-33.0,14,Feb,2021
Scheduling,5.0,3.0,20.25,Capterra,UK,0.0,0,-20.25,14,Feb,2021
Scheduling,62.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,14,Feb,2021
Scheduling,11.4,5.0,48.5,Capterra,USA,0.0,0,-48.5,14,Feb,2021
Class Registration,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,15,Feb,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,15,Feb,2021
Membership Management,2.0,1.0,12.0,GetApp,UK,0.0,0,-12.0,15,Feb,2021
Membership Management,10.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,15,Feb,2021
Membership Management,12.0,1.0,10.0,Capterra,UK,0.0,0,-10.0,15,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,15,Feb,2021
Reservations,5.0,4.0,42.0,GetApp,USA,0.0,0,-42.0,15,Feb,2021
Scheduling,1.0,6.0,33.0,Capterra,Singapore,0.0,0,-33.0,15,Feb,2021
Scheduling,5.0,9.0,60.75,Capterra,UK,0.0,0,-60.75,15,Feb,2021
Scheduling,61.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,15,Feb,2021
Scheduling,3.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,15,Feb,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,16,Feb,2021
Class Registration,7.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,16,Feb,2021
Coaching,11.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,16,Feb,2021
Membership Management,12.0,2.0,20.0,Capterra,UK,0.0,0,-20.0,16,Feb,2021
Membership Management,10.5,2.0,26.0,Capterra,USA,0.0,0,-26.0,16,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,16,Feb,2021
Parks and Recreation,14.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,16,Feb,2021
Reservations,1.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,16,Feb,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,16,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,16,Feb,2021
Scheduling,1.0,6.0,33.0,Capterra,Singapore,0.0,0,-33.0,16,Feb,2021
Scheduling,6.0,6.0,39.0,Capterra,UK,1.0,2380,2341.0,16,Feb,2021
Scheduling,9.55,11.0,104.5,Capterra,USA,0.0,0,-104.5,16,Feb,2021
Class Registration,2.0,1.0,9.25,Capterra,Canada,0.0,0,-9.25,17,Feb,2021
Class Registration,4.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,17,Feb,2021
Class Registration,4.0,1.0,10.5,Software Advice,USA,0.0,0,-10.5,17,Feb,2021
Dance Studio,19.0,1.0,2.0,GetApp,Australia,1.0,0,-2.0,17,Feb,2021
Membership Management,26.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,17,Feb,2021
Membership Management,10.0,1.0,12.75,GetApp,USA,0.0,0,-12.75,17,Feb,2021
Membership Management,13.0,1.0,13.0,Capterra,USA,0.0,0,-13.0,17,Feb,2021
Membership Management,2.0,1.0,12.0,GetApp,UK,0.0,0,-12.0,17,Feb,2021
Membership Management,12.0,3.0,30.0,Capterra,UK,0.0,0,-30.0,17,Feb,2021
Membership Management,1.0,1.0,10.5,Capterra,Singapore,0.0,0,-10.5,17,Feb,2021
Membership Management,46.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,17,Feb,2021
Parks and Recreation,10.67,3.0,6.0,GetApp,USA,0.0,0,-6.0,17,Feb,2021
Reservations,28.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,17,Feb,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,17,Feb,2021
Reservations,9.0,2.0,26.5,Capterra,USA,0.0,0,-26.5,17,Feb,2021
Scheduling,54.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,17,Feb,2021
Scheduling,1.0,1.0,5.5,Capterra,Singapore,0.0,0,-5.5,17,Feb,2021
Scheduling,8.0,2.0,18.75,Capterra,USA,0.0,0,-18.75,17,Feb,2021
Class Registration,1.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,18,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,18,Feb,2021
Coaching,10.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,18,Feb,2021
Coaching,12.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,18,Feb,2021
Membership Management,10.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,18,Feb,2021
Membership Management,23.0,2.0,26.0,Capterra,USA,0.0,0,-26.0,18,Feb,2021
Membership Management,11.5,2.0,20.0,Capterra,UK,0.0,0,-20.0,18,Feb,2021
Membership Management,1.0,1.0,10.5,Capterra,Singapore,0.0,0,-10.5,18,Feb,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,18,Feb,2021
Reservations,17.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,18,Feb,2021
Reservations,9.0,2.0,26.5,Capterra,USA,0.0,0,-26.5,18,Feb,2021
Reservations,9.0,4.0,17.0,GetApp,UK,1.0,0,-17.0,18,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,1.0,0,-3.75,18,Feb,2021
Reservations,28.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,18,Feb,2021
Scheduling,19.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,18,Feb,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,18,Feb,2021
Scheduling,13.0,1.0,9.25,Capterra,USA,0.0,0,-9.25,18,Feb,2021
Class Registration,5.67,3.0,33.75,Capterra,USA,0.0,0,-33.75,19,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,19,Feb,2021
Membership Management,9.0,1.0,10.0,Capterra,UK,0.0,0,-10.0,19,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,19,Feb,2021
Parks and Recreation,13.0,1.0,2.0,Capterra,USA,1.0,4000,3998.0,19,Feb,2021
Reservations,5.0,4.0,42.0,GetApp,USA,0.0,0,-42.0,19,Feb,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,19,Feb,2021
Coaching,10.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,20,Feb,2021
Membership Management,25.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,20,Feb,2021
Parks and Recreation,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,20,Feb,2021
Reservations,1.0,4.0,15.0,GetApp,Singapore,0.0,0,-15.0,20,Feb,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,20,Feb,2021
Scheduling,10.0,7.0,33.25,Capterra,UK,0.0,0,-33.25,20,Feb,2021
Class Registration,3.0,2.0,22.5,Capterra,USA,0.0,0,-22.5,21,Feb,2021
Coaching,10.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Feb,2021
Reservations,9.0,3.0,12.75,GetApp,UK,0.0,0,-12.75,21,Feb,2021
Reservations,8.0,1.0,13.25,Capterra,USA,0.0,0,-13.25,21,Feb,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,21,Feb,2021
Scheduling,10.0,4.0,19.0,Capterra,UK,0.0,0,-19.0,21,Feb,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,22,Feb,2021
Class Registration,2.0,1.0,10.5,Software Advice,USA,0.0,0,-10.5,22,Feb,2021
Class Registration,14.0,1.0,11.25,Capterra,USA,0.0,0,-11.25,22,Feb,2021
Coaching,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,22,Feb,2021
Coaching,5.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,22,Feb,2021
Dance Studio,24.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,22,Feb,2021
Membership Management,52.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,22,Feb,2021
Parks and Recreation,2.0,3.0,6.0,GetApp,UK,0.0,0,-6.0,22,Feb,2021
Reservations,9.0,2.0,8.5,GetApp,UK,0.0,0,-8.5,22,Feb,2021
Reservations,8.0,2.0,21.5,Capterra,USA,0.0,0,-21.5,22,Feb,2021
Reservations,4.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,22,Feb,2021
Scheduling,42.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,22,Feb,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,22,Feb,2021
Scheduling,9.29,7.0,33.25,Capterra,UK,0.0,0,-33.25,22,Feb,2021
Scheduling,13.0,2.0,18.5,Capterra,USA,0.0,0,-18.5,22,Feb,2021
Class Registration,6.0,2.0,22.5,Capterra,USA,0.0,0,-22.5,23,Feb,2021
Coaching,10.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,23,Feb,2021
Coaching,10.75,4.0,8.0,Capterra,USA,0.0,0,-8.0,23,Feb,2021
Fitness,21.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,23,Feb,2021
Membership Management,25.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,23,Feb,2021
Reservations,15.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,23,Feb,2021
Reservations,13.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,23,Feb,2021
Reservations,4.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,23,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,23,Feb,2021
Reservations,26.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,23,Feb,2021
Scheduling,5.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,23,Feb,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,23,Feb,2021
Scheduling,10.0,9.0,42.75,Capterra,UK,0.0,0,-42.75,23,Feb,2021
Scheduling,53.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,23,Feb,2021
Yoga Studio,26.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,23,Feb,2021
Class Registration,7.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,24,Feb,2021
Coaching,11.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,24,Feb,2021
Dance Studio,22.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,24,Feb,2021
Membership Management,34.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,24,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,24,Feb,2021
Reservations,14.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,24,Feb,2021
Reservations,4.0,2.0,20.8,GetApp,USA,0.0,0,-20.8,24,Feb,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,24,Feb,2021
Scheduling,10.0,4.0,19.0,Capterra,UK,0.0,0,-19.0,24,Feb,2021
Scheduling,13.0,1.0,9.25,Capterra,USA,0.0,0,-9.25,24,Feb,2021
Class Registration,7.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,25,Feb,2021
Class Registration,5.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,25,Feb,2021
Coaching,10.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,25,Feb,2021
Membership Management,69.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,25,Feb,2021
Parks and Recreation,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,25,Feb,2021
Parks and Recreation,10.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,25,Feb,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,25,Feb,2021
Reservations,14.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,25,Feb,2021
Reservations,8.5,2.0,21.5,Capterra,USA,0.0,0,-21.5,25,Feb,2021
Reservations,4.0,2.0,20.8,GetApp,USA,0.0,0,-20.8,25,Feb,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,25,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,25,Feb,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,1.0,1788,1777.0,25,Feb,2021
Class Registration,9.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,26,Feb,2021
Class Registration,3.5,2.0,21.0,Capterra,USA,0.0,0,-21.0,26,Feb,2021
Class Registration,5.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,26,Feb,2021
Coaching,1.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,26,Feb,2021
Fitness,26.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,26,Feb,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,26,Feb,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,26,Feb,2021
Reservations,6.0,3.0,32.25,Capterra,USA,0.0,0,-32.25,26,Feb,2021
Reservations,8.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,26,Feb,2021
Scheduling,47.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,26,Feb,2021
Membership Management,32.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,27,Feb,2021
Reservations,7.0,1.0,4.25,GetApp,USA,0.0,0,-4.25,27,Feb,2021
Coaching,10.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,28,Feb,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,28,Feb,2021
Reservations,7.0,4.0,43.0,GetApp,USA,0.0,0,-43.0,28,Feb,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,28,Feb,2021
Class Registration,10.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,1,Mar,2021
Class Registration,4.5,2.0,22.5,Capterra,USA,0.0,0,-22.5,1,Mar,2021
Coaching,13.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,1,Mar,2021
Membership Management,27.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,1,Mar,2021
Parks and Recreation,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,1,Mar,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,1,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,1,Mar,2021
Reservations,0.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,1,Mar,2021
Reservations,9.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,1,Mar,2021
Class Registration,7.0,2.0,22.5,Capterra,USA,0.0,0,-22.5,2,Mar,2021
Class Registration,20.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,2,Mar,2021
Class Registration,1.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,2,Mar,2021
Coaching,13.67,3.0,6.0,Capterra,USA,0.0,0,-6.0,2,Mar,2021
Fitness,24.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,2,Mar,2021
Fitness,38.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,2,Mar,2021
Membership Management,8.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,2,Mar,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,2,Mar,2021
Parks and Recreation,2.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,2,Mar,2021
Reservations,1.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,2,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,1.0,0,-10.5,2,Mar,2021
